 20.04        32    12589.     8.555     8.555     8.555     8.555     8.555     8.555     8.555
 20.04        33    14125.     8.811     8.811     8.811     8.811     8.811     8.811     8.811
 20.04        34    15849.     9.078     9.078     9.078     9.078     9.078     9.078     9.078
 20.04        35    17783.     9.355     9.355     9.355     9.355     9.355     9.355     9.355
 20.04        36    19953.     9.641     9.641     9.641     9.641     9.641     9.641     9.641
 20.04        37    22387.     9.932     9.932     9.932     9.932     9.932     9.932     9.932
 20.04        38    25119.    10.226    10.226    10.226    10.226    10.226    10.226    10.226
 20.04        39    28184.    10.523    10.523    10.523    10.523    10.523    10.523    10.523
 20.04        40    31623.    10.821    10.821    10.821    10.821    10.821    10.821    10.821
 20.04        41    35481.    11.125    11.125    11.125    11.125    11.125    11.125    11.125
 20.04        42    39811.    11.443    11.443    11.443    11.443    11.443    11.443    11.443
 20.04        43    44668.    11.792    11.792    11.792    11.792    11.792    11.792    11.792
 20.04        44    50119.    12.207    12.207    12.207    12.207    12.207    12.207    12.207
 20.04        45    56234.    12.740    12.740    12.740    12.740    12.740    12.740    12.740
 20.04        46    63096.    13.484    13.484    13.484    13.484    13.484    13.484    13.483
 20.04        47    70795.    14.582    14.582    14.582    14.582    14.582    14.581    14.577
 20.04        48    79433.    16.277    16.276    16.275    16.275    16.274    16.269    16.252
 20.04        49    89125.    18.975    18.972    18.968    18.967    18.963    18.945    18.883
 20.04        50   100000.    23.372    23.363    23.347    23.345    23.332    23.274    23.076
 20.04        51   112202.    30.624    30.598    30.553    30.545    30.508    30.342    29.788
 20.04        52   125893.    42.569    42.500    42.384    42.364    42.268    41.846    40.458
 20.04        53   141254.    61.936    61.776    61.506    61.459    61.235    60.265    57.122
 20.04        54   158489.    92.494    92.154    91.580    91.481    91.008    88.967    82.453
 20.04        55   177828.   139.043   138.378   137.254   137.060   136.138   132.180   119.707
 20.04        56   199526.   207.208   205.997   203.952   203.601   201.928   194.787   172.533
 20.05         1     2089.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         2     2188.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         3     2291.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         4     2399.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         5     2512.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         6     2630.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         7     2754.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         8     2884.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05         9     3020.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        10     3162.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        11     3311.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        12     3467.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        13     3631.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        14     3802.     4.000     4.000     4.000     4.000     4.000     4.000     4.000
 20.05        15     3981.     4.001     4.001     4.001     4.001     4.001     4.001     4.001
 20.05        16     4169.     4.001     4.001     4.001     4.001     4.001     4.001     4.001
 20.05        17     4365.     4.001     4.001     4.001     4.001     4.001     4.001     4.001
 20.05        18     4571.     4.002     4.002     4.002     4.002     4.002     4.002     4.002
 20.05        19     4786.     4.003     4.003     4.003     4.003     4.003     4.003     4.003
 20.05        20     5012.     4.004     4.004     4.004     4.004     4.004     4.004     4.004
 20.05        21     5370.     4.007     4.007     4.007     4.007     4.007     4.007     4.007
 20.05        22     5754.     4.012     4.012     4.012     4.012     4.012     4.012     4.012
 20.05        23     6166.     4.018     4.018     4.018     4.018     4.018     4.018     4.018
 20.05        24     6607.     4.028     4.028     4.028     4.028     4.028     4.028     4.028
 20.05        25     7079.     4.041     4.041     4.041     4.041     4.041     4.041     4.041
 20.05        26     7586.     4.060     4.060     4.060     4.060     4.060     4.060     4.060
 20.05        27     8128.     4.085     4.085     4.085     4.085     4.085     4.085     4.085
 20.05        28     8710.     4.118     4.118     4.118     4.118     4.118     4.118     4.118
 20.05        29     9333.     4.160     4.160     4.160     4.160     4.160     4.160     4.160
 20.05        30    10000.     4.213     4.213     4.213     4.213     4.213     4.213     4.213
 20.05        31    11220.     4.329     4.329     4.329     4.329     4.329     4.329     4.329
 20.05        32    12589.     4.488     4.488     4.488     4.488     4.488     4.488     4.488
 20.05        33    14125.     4.696     4.696     4.696     4.696     4.696     4.696     4.696
 20.05        34    15849.     4.957     4.957     4.957     4.957     4.957     4.957     4.957
 20.05        35    17783.     5.276     5.276     5.276     5.276     5.276     5.276     5.276
 20.05        36    19953.     5.654     5.654     5.654     5.654     5.654     5.654     5.654
 20.05        37    22387.     6.089     6.089     6.089     6.089     6.089     6.089     6.089
 20.05        38    25119.     6.579     6.579     6.579     6.579     6.579     6.579     6.579
 20.05        39    28184.     7.119     7.119     7.119     7.119     7.119     7.119     7.119
 20.05        40    31623.     7.705     7.705     7.705     7.705     7.705     7.705     7.705
 20.05        41    35481.     8.332     8.332     8.332     8.332     8.332     8.332     8.332
 20.05        42    39811.     9.000     9.000     9.000     9.000     9.000     9.000     9.000
 20.05        43    44668.     9.712     9.712     9.712     9.712     9.712     9.712     9.712
 20.05        44    50119.    10.484    10.484    10.484    10.484    10.484    10.484    10.484
 20.05        45    56234.    11.340    11.340    11.340    11.340    11.340    11.340    11.340
 20.05        46    63096.    12.326    12.326    12.326    12.326    12.326    12.326    12.326
 20.05        47    70795.    13.518    13.518    13.518    13.518    13.518    13.518    13.518
 20.05        48    79433.    15.028    15.028    15.028    15.028    15.028    15.028    15.027
 20.05        49    89125.    17.035    17.035    17.035    17.035    17.034    17.034    17.033
 20.05        50   100000.    19.821    19.821    19.821    19.821    19.821    19.819    19.815
 20.05        51   112202.    23.845    23.845    23.844    23.843    23.842    23.838    23.822
 20.05        52   125893.    29.849    29.848    29.846    29.844    29.838    29.825    29.774
 20.05        53   141254.    39.023    39.021    39.016    39.010    38.992    38.952    38.804
 20.05        54   158489.    53.190    53.185    53.171    53.156    53.109    53.004    52.625
 20.05        55   177828.    74.988    74.975    74.941    74.906    74.795    74.550    73.669
 20.05        56   199526.   107.977   107.948   107.876   107.799   107.560   107.035   105.170
 20.06         1     2089.     2.283     2.283     2.283     2.283     2.283     2.283     2.283
 20.06         2     2188.     2.374     2.374     2.374     2.374     2.374     2.374     2.374
 20.06         3     2291.     2.469     2.469     2.469     2.469     2.469     2.469     2.469
 20.06         4     2399.     2.567     2.567     2.567     2.567     2.567     2.567     2.567
 20.06         5     2512.     2.668     2.668     2.668     2.668     2.668     2.668     2.668
 20.06         6     2630.     2.773     2.773     2.773     2.773     2.773     2.773     2.773
 20.06         7     2754.     2.880     2.880     2.880     2.880     2.880     2.880     2.880
 20.06         8     2884.     2.990     2.990     2.990     2.990     2.990     2.990     2.990
 20.06         9     3020.     3.102     3.102     3.102     3.102     3.102     3.102     3.102
 20.06        10     3162.     3.217     3.217     3.217     3.217     3.217     3.217     3.217
 20.06        11     3311.     3.334     3.334     3.334     3.334     3.334     3.334     3.334
 20.06        12     3467.     3.452     3.452     3.452     3.452     3.452     3.452     3.452
 20.06        13     3631.     3.573     3.573     3.573     3.573     3.573     3.573     3.573
 20.06        14     3802.     3.694     3.694     3.694     3.694     3.694     3.694     3.694
 20.06        15     3981.     3.817     3.817     3.817     3.817     3.817     3.817     3.817
 20.06        16     4169.     3.941     3.941     3.941     3.941     3.941     3.941     3.941
 20.06        17     4365.     4.066     4.066     4.066     4.066     4.066     4.066     4.066
 20.06        18     4571.     4.192     4.192     4.192     4.192     4.192     4.192     4.192
 20.06        19     4786.     4.318     4.318     4.318     4.318     4.318     4.318     4.318
 20.06        20     5012.     4.445     4.445     4.445     4.445     4.445     4.445     4.445
 20.06        21     5370.     4.635     4.635     4.635     4.635     4.635     4.635     4.635
 20.06        22     5754.     4.826     4.826     4.826     4.826     4.826     4.826     4.826
